,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
243,Remko,28,"('innovative', 'friendly', 'analytical')","('critical', 'introverted', 'skeptical')","('coding', 'cycling', 'reading')",Data Scientist,Data Blast,middle class,heterosexual,agnostic,0,6.1,blonde,blue,fair,muscular,DUTCH,M,"('DUTCH', 'M')"
244,Thokozile,32,"('confident', 'adaptable', 'loyal')","('impatient', 'blunt', 'restless')","('playing soccer', 'cooking', 'volunteering')",Teacher,Knowledge Wave,middle class,lesbian,atheist,0,5.7,black,dark brown,dark,average,AFRICAN,F,"('AFRICAN', 'F')"
245,Qasem,35,"('determined', 'respectful', 'wise')","('rigid', 'reserved', 'pessimistic')","('playing chess', 'travelling', 'writing')",Journalist,Truth Strike,middle class,heterosexual,Muslim,0,5.9,black,hazel,tan,slim,ARAB,M,"('ARAB', 'M')"
246,Amelie,27,"('ambitious', 'cheerful', 'innovative')","('impulsive', 'forgetful', 'gullible')","('baking', 'yoga', 'gaming')",Graphic Designer,Color Blast,middle class,pansexual,spiritual,0,5.5,red,grey,fair,curvy,FRENCH,F,"('FRENCH', 'F')"
247,Larraine,40,"('organized', 'thoughtful', 'adventurous')","('introverted', 'anxious', 'stubborn')","('bird watching', 'board games', 'knitting')",Librarian,Knowledge Beam,middle class,heterosexual,Christian,0,5.5,brown,blue,light,average,ENGLISH,F,"('ENGLISH', 'F')"
248,Ursulla,33,"('charming', 'persuasive', 'outgoing')","('manipulative', 'jealous', 'impatient')","('acting', 'travelling', 'winemaking')",Sommelier,Flavour Fusion,upper middle class,bisexual,secular,0,5.6,black,green,fair,slender,GERMAN,F,"('GERMAN', 'F')"
249,Insik,29,"('diligent', 'humble', 'analytical')","('perfectionist', 'reserved', 'skeptical')","('woodworking', 'fishing', 'gardening')",Carpenter,Precision Strike,middle class,heterosexual,Buddhist,0,5.8,black,brown,light tan,average,KOREAN,M,"('KOREAN', 'M')"
250,Patoomratana,26,"('compassionate', 'creative', 'intelligent')","('sensitive', 'stubborn', 'overcritical')","('painting', 'meditation', 'hiking')",Doctor,Healing Aura,upper middle class,heterosexual,Buddhist,0,5.6,black,dark brown,tan,athletic,THAI,F,"('THAI', 'F')"
251,Prodromos,34,"('philosophical', 'determined', 'charismatic')","('impatient', 'blunt', 'overthinking')","('reading', 'fencing', 'photography')",Lawyer,Justice Clap,upper middle class,heterosexual,Christian,0,6.0,black,brown,olive,fit,GREEK,M,"('GREEK', 'M')"
252,Kihong,31,"('resourceful', 'patient', 'inventive')","('stubborn', 'aloof', 'obsessive')","('robotics', 'playing piano', 'jogging')",Engineer,Tech Wave,middle class,heterosexual,atheist,0,5.9,black,brown,fair,slim,KOREAN,M,"('KOREAN', 'M')"
253,Arabinda,37,"('loyal', 'ingenious', 'realistic')","('stubborn', 'reserved', 'cynical')","('trekking', 'painting', 'cycling')",Civil Engineer,Earthquake Stomp,middle class,heterosexual,Hindu,0,5.7,black,dark brown,tan,fit,INDIAN,M,"('INDIAN', 'M')"
254,Chittima,29,"('kind', 'adaptive', 'determined')","('shy', 'overthinking', 'perfectionist')","('swimming', 'baking', 'reading')",Scientist,Molecular Shield,middle class,asexual,Buddhist,0,5.4,black,dark brown,tan,petite,THAI,F,"('THAI', 'F')"
255,Huiping,38,"('meticulous', 'pragmatic', 'compassionate')","('rigid', 'distrustful', 'overly cautious')","('calligraphy', 'bird watching', 'cycling')",Economist,Market Surge,upper middle class,heterosexual,Taoist,0,5.7,black,brown,fair,average,CHINESE,F,"('CHINESE', 'F')"
256,Nava,36,"('resourceful', 'adventurous', 'persistent')","('impatient', 'stubborn', 'insensitive')","('rock climbing', 'photography', 'travelling')",Wildlife Conservationist,Nature Surge,middle class,pansexual,Hindu,0,5.6,black,hazel,olive,athletic,ISRAELI,F,"('ISRAELI', 'F')"
257,Corien,32,"('passionate', 'independent', 'diligent')","('headstrong', 'perfectionist', 'aloof')","('sculpting', 'yoga', 'travelling')",Artist,Artistic Storm,middle class,bisexual,agnostic,0,5.6,blonde,blue,fair,curvy,DUTCH,F,"('DUTCH', 'F')"
258,Nadege,41,"('assertive', 'dynamic', 'empathetic')","('stubborn', 'impatient', 'impulsive')","('piano playing', 'volunteering', 'writing')",Therapist,Mind Cleanse,middle class,lesbian,Christian,0,5.7,black,brown,dark,average,FRENCH,F,"('FRENCH', 'F')"
259,Hyunsik,35,"('analytical', 'patient', 'considerate')","('indecisive', 'introverted', 'sacrificial')","('playing chess', 'reading', 'gardening')",Professor,Knowledge Burst,middle class,heterosexual,Buddhist,0,5.9,black,dark brown,fair,average,KOREAN,M,"('KOREAN', 'M')"
260,Umesh,33,"('adaptable', 'practical', 'charismatic')","('skeptical', 'impulsive', 'resentful')","('hiking', 'dancing', 'reading')",Entrepreneur,Vision Strike,middle class,heterosexual,Hindu,0,5.8,black,brown,tan,fit,INDIAN,M,"('INDIAN', 'M')"
261,Justiniano,29,"('curious', 'empathetic', 'innovative')","('stubborn', 'impatient', 'indecisive')","('reading', 'hiking', 'coding')",Software Developer,Quantum Leap,middle,heterosexual,agnostic,0,6.0,black,brown,olive,athletic,HISPANIC,M,"('HISPANIC', 'M')"
262,Hannaneh,32,"('attentive', 'creative', 'dedicated')","('anxious', 'overcritical', 'reserved')","('painting', 'gardening', 'yoga')",Graphic Designer,Artistic Burst,middle,bisexual,spiritual,0,5.6,brown,hazel,fair,slim,ARAB,F,"('ARAB', 'F')"
263,Antanas,40,"('reliable', 'analytical', 'resourceful')","('rigid', 'blunt', 'demanding')","('chess', 'woodworking', 'bird watching')",Engineer,Steel Resolve,upper-middle,heterosexual,atheist,0,5.9,grey,blue,pale,average,BALTIC,M,"('BALTIC', 'M')"
264,Seyedtaghi,35,"('diplomatic', 'thoughtful', 'charismatic')","('cynical', 'secretive', 'procrastinator')","('photography', 'traveling', 'cooking')",Journalist,Inquisitor's Gaze,middle,heterosexual,agnostic,0,5.7,black,brown,tan,average,ARAB,M,"('ARAB', 'M')"
265,Kameshwari,28,"('kind', 'determined', 'intelligent')","('insecure', 'impulsive', 'self-critical')","('dancing', 'writing', 'volunteering')",Social Worker,Heartfelt Heal,middle,lesbian,hindu,0,5.5,black,brown,brown,curvy,INDIAN,F,"('INDIAN', 'F')"
266,Giselia,22,"('enthusiastic', 'optimistic', 'friendly')","('naive', 'impulsive', 'talkative')","('soccer', 'knitting', 'reading')",Student,Sonic Boom,middle,queer,agnostic,0,5.4,blonde,green,fair,petite,HISPANIC,F,"('HISPANIC', 'F')"
267,Ceyhun,38,"('humorous', 'adaptable', 'observant')","('sarcastic', 'easily bored', 'cynical')","('fishing', 'astronomy', 'cycling')",Teacher,Knowledge Blast,middle,heterosexual,muslim,0,5.8,brown,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
268,Slavenka,33,"('logical', 'passionate', 'curious')","('stubborn', 'introverted', 'critical')","('languages', 'writing', 'meditation')",Translator,Linguistic Lash,middle,bisexual,agnostic,0,5.7,black,grey,fair,slim,SLAV,F,"('SLAV', 'F')"
269,Miwako,26,"('polite', 'detail-oriented', 'cheerful')","('shy', 'self-doubtful', 'obsessive')","('flower arranging', 'calligraphy', 'swimming')",Florist,Blossom Wave,middle,asexual,shinto,0,5.3,black,brown,light,petite,JAPANESE,F,"('JAPANESE', 'F')"
270,Flavien,24,"('creative', 'intelligent', 'adventurous')","('impatient', 'critical', 'sensitive')","('drawing', 'hiking', 'gaming')",Artist,Creative Surge,middle,heterosexual,agnostic,0,6.1,blonde,blue,fair,athletic,FRENCH,M,"('FRENCH', 'M')"
271,Guotao,45,"('philosophical', 'determined', 'compassionate')","('stubborn', 'guarded', 'pessimistic')","('martial arts', 'reading', 'gardening')",Professor,Wisdom Strike,upper-middle,heterosexual,buddhist,0,5.8,black,brown,light brown,average,CHINESE,M,"('CHINESE', 'M')"
272,Taekyung,27,"('inventive', 'calm', 'reliable')","('distracted', 'procrastinator', 'aloof')","('robotics', 'gaming', 'jogging')",Engineer,Tech Blitz,middle,heterosexual,none,0,5.11,black,dark brown,medium,lean,KOREAN,M,"('KOREAN', 'M')"
273,Wasana,31,"('curious', 'assertive', 'sociable')","('opinionated', 'impulsive', 'restless')","('cycling', 'reading', 'photography')",Entrepreneur,Instant Network,upper-middle,heterosexual,buddhist,0,5.5,black,dark brown,light brown,slim,THAI,F,"('THAI', 'F')"
274,Iclal,29,"('perceptive', 'thoughtful', 'meticulous')","('overthinking', 'reserved', 'stubborn')","('reading', 'cooking', 'pilates')",Architect,Blueprint Blast,middle,heterosexual,muslim,0,5.8,dark brown,brown,olive,average,TURKISH,F,"('TURKISH', 'F')"
275,Kruthika,25,"('innovative', 'adaptable', 'enthusiastic')","('distracted', 'emotional', 'temperamental')","('dancing', 'coding', 'baking')",Data Scientist,Data Surge,middle,heterosexual,hindu,0,5.4,black,black,brown,curvy,INDIAN,F,"('INDIAN', 'F')"
276,Meilin,21,"('optimistic', 'friendly', 'creative')","('indecisive', 'impulsive', 'sensitive')","('singing', 'photography', 'travelling')",Student,Harmonious Echo,middle,gay,buddhist,0,5.5,black,brown,fair,slim,CHINESE,F,"('CHINESE', 'F')"
277,Hikmet,34,"('strategic', 'eloquent', 'confident')","('arrogant', 'impatient', 'critical')","('chess', 'reading', 'travelling')",Lawyer,Legal Eagle,upper-middle,heterosexual,islam,0,5.11,black,brown,medium,average,TURKISH,M,"('TURKISH', 'M')"
278,Pieranna,39,"('wise', 'kind', 'resourceful')","('stubborn', 'reticent', 'temperamental')","('knitting', 'reading', 'cooking')",Chef,Flavour Fusion,middle,heterosexual,catholic,0,5.7,brown,green,fair,average,ITALIAN,F,"('ITALIAN', 'F')"
279,Hennariikka,27,"('adventurous', 'independent', 'compassionate')","('impatient', 'disorganized', 'easily bored')","('hiking', 'photography', 'reading')",Travel Writer,Inspire Wanderlust,middle,bisexual,none,0,5.6,blonde,blue,fair,slim,NORDIC,F,"('NORDIC', 'F')"
280,Chatchawan,36,"('resilient', 'practical', 'kind')","('opinionated', 'reserved', 'overthinking')","('meditation', 'martial arts', 'reading')",Doctor,Healing Touch,middle,heterosexual,buddhist,0,5.9,black,brown,tan,athletic,THAI,M,"('THAI', 'M')"
281,Mohamadou,32,"('kind', 'intelligent', 'patient')","('stubborn', 'introverted', 'perfectionist')","('reading', 'cycling', 'gardening')",Software Engineer,Quantum Leap,middle_class,heterosexual,agnostic,0,5.9,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
282,Merja,27,"('creative', 'optimistic', 'curious')","('impulsive', 'disorganized', 'impatient')","('painting', 'hiking', 'cooking')",Graphic Designer,Color Burst,middle_class,bisexual,atheist,0,5.6,blonde,blue,fair,slim,NORDIC,F,"('NORDIC', 'F')"
283,Jurita,40,"('dedicated', 'logical', 'disciplined')","('overcritical', 'rigid', 'reserved')","('chess', 'running', 'photography')",Accountant,Math Master,upper_middle_class,heterosexual,christian,0,5.7,brown,green,olive,average,BALTIC,F,"('BALTIC', 'F')"
284,Kornelia,35,"('empathetic', 'generous', 'loyal')","('moody', 'sensitive', 'indecisive')","('volunteering', 'yoga', 'baking')",Social Worker,Heart Shield,middle_class,lesbian,spiritual,0,5.5,red,hazel,fair,curvy,GERMAN,F,"('GERMAN', 'F')"
285,Keiko,29,"('adventurous', 'diligent', 'humorous')","('impulsive', 'anxious', 'forgetful')","('traveling', 'photography', 'fencing')",Journalist,Flash Write,middle_class,heterosexual,buddhist,0,5.3,black,dark brown,light tan,petite,JAPANESE,F,"('JAPANESE', 'F')"
286,Jolan,24,"('energetic', 'caring', 'innovative')","('restless', 'impulsive', 'naive')","('coding', 'skateboarding', 'gaming')",Game Developer,Codebreaker,middle_class,pansexual,agnostic,0,6.0,black,blue,tan,lean,HUNGARIAN,F,"('HUNGARIAN', 'F')"
287,Gianangelo,45,"('wise', 'charming', 'enthusiastic')","('egotistical', 'impatient', 'opinionated')","('cooking', 'classical music', 'wine tasting')",Chef,Gourmet Blast,upper_middle_class,heterosexual,catholic,0,5.8,salt-and-pepper,brown,olive,stocky,ITALIAN,M,"('ITALIAN', 'M')"
288,Bhuvaneshwari,37,"('compassionate', 'resourceful', 'determined')","('workaholic', 'stubborn', 'overbearing')","('gardening', 'classical dance', 'reading')",Botanist,Floral Frenzy,middle_class,bisexual,hindu,0,5.4,black,black,brown,average,INDIAN,F,"('INDIAN', 'F')"
289,Rodolphe,50,"('analytical', 'articulate', 'strategic')","('pedantic', 'detached', 'skeptical')","('reading', 'chess', 'travelling')",Historian,Time Warp,upper_middle_class,heterosexual,agnostic,0,5.9,gray,blue,fair,average,FRENCH,M,"('FRENCH', 'M')"
290,Pierino,38,"('confident', 'friendly', 'ambitious')","('arrogant', 'impatient', 'workaholic')","('cycling', 'photography', 'painting')",Architect,Blueprint Blast,upper_middle_class,heterosexual,catholic,0,5.11,brown,green,fair,fit,ITALIAN,M,"('ITALIAN', 'M')"
291,Tinneke,42,"('kind-hearted', 'organized', 'patient')","('overthinking', 'stubborn', 'reserved')","('knitting', 'gardening', 'bird watching')",Teacher,Knowledge Infusion,middle_class,lesbian,christian,0,5.5,blonde,blue,fair,average,DUTCH,F,"('DUTCH', 'F')"
292,Yimei,28,"('artistic', 'innovative', 'determined')","('anxious', 'aloof', 'perfectionist')","('painting', 'calligraphy', 'jogging')",Illustrator,Ink Wave,middle_class,heterosexual,spiritual,0,5.4,black,dark brown,light brown,petite,CHINESE,F,"('CHINESE', 'F')"
293,Aleksandras,33,"('brave', 'loyal', 'strategic')","('reckless', 'short-tempered', 'cynical')","('hiking', 'martial arts', 'reading')",Military Officer,Tactical Strike,upper_middle_class,heterosexual,atheist,0,6.2,brown,dark green,fair,muscular,BALTIC,M,"('BALTIC', 'M')"
294,Rauno,31,"('creative', 'meticulous', 'curious')","('indecisive', 'introverted', 'workaholic')","('woodworking', 'gaming', 'travelling')",Carpenter,Saw Slash,middle_class,bisexual,agnostic,0,5.1,blonde,blue,fair,athletic,NORDIC,M,"('NORDIC', 'M')"
295,Erminia,45,"('empathetic', 'organized', 'wise')","('overthinking', 'introverted', 'pessimistic')","('sewing', 'gardening', 'reading')",Librarian,Literary Whirlwind,middle_class,heterosexual,catholic,0,5.6,grey,brown,olive,average,ITALIAN,F,"('ITALIAN', 'F')"
296,Vyta,28,"('energetic', 'charming', 'motivated')","('impulsive', 'impatient', 'self-doubt')","('singing', 'dancing', 'acting')",Performer,Stage Dive,middle_class,bisexual,atheist,0,5.8,black,green,tan,slim,BALTIC,F,"('BALTIC', 'F')"
297,Abdulmajed,34,"('intelligent', 'loyal', 'determined')","('stubborn', 'secretive', 'cautious')","('reading', 'chess', 'swimming')",Doctor,Healing Hands,upper_middle_class,heterosexual,muslim,0,6.0,black,dark brown,brown,muscular,ARAB,M,"('ARAB', 'M')"
298,Lutfu,39,"('thoughtful', 'disciplined', 'innovative')","('perfectionist', 'introverted', 'aloof')","('chess', 'reading', 'coding')",Engineer,Circuit Slam,middle_class,heterosexual,muslim,0,5.9,black,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
299,Hirohiko,27,"('creative', 'diligent', 'friendly')","('disorganized', 'forgetful', 'overcritical')","('drawing', 'studying history', 'running')",Animator,Animation Surge,middle_class,gay,buddhist,0,5.6,black,dark brown,light tan,slim,JAPANESE,M,"('JAPANESE', 'M')"
300,Torleiv,35,"('brave', 'loyal', 'determined')","('reckless', 'impatient', 'stubborn')","('hiking', 'fishing', 'woodworking')",Firefighter,Flame Quench,middle_class,heterosexual,christian,0,6.1,blonde,blue,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
301,Radomir,35,"('compassionate', 'curious', 'pragmatic')","('stubborn', 'impatient', 'skeptical')","('painting', 'hiking', 'reading')",Software Engineer,Code Master,middle-income,heterosexual,agnostic,0,5.9,brown,green,fair,athletic,SLAV,M,"('SLAV', 'M')"
302,Karoly,28,"('optimistic', 'attentive', 'innovative')","('indecisive', 'overcritical', 'introverted')","('cycling', 'photography', 'woodworking')",Architect,Design Genius,upper-middle-income,bisexual,atheist,0,5.8,black,blue,olive,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
303,Yoonkyung,32,"('calm', 'analytical', 'resourceful')","('reserved', 'aloof', 'overly cautious')","('calligraphy', 'gardening', 'playing piano')",Bartender,Mixology Master,middle-income,heterosexual,Buddhist,0,5.7,black,brown,medium,average,KOREAN,F,"('KOREAN', 'F')"
304,Meletios,45,"('charismatic', 'imaginative', 'dedicated')","('workaholic', 'impulsive', 'overbearing')","('fishing', 'cooking', 'poetry')",Chef,Culinary King,upper-income,heterosexual,Christian,0,6.1,gray,hazel,tan,stocky,GREEK,M,"('GREEK', 'M')"
305,Willemijn,29,"('friendly', 'organized', 'determined')","('inflexible', 'worrisome', 'perfectionist')","('birdwatching', 'yoga', 'knitting')",Journalist,Story Weaver,middle-income,lesbian,non-religious,0,5.6,blonde,blue,fair,athletic,DUTCH,F,"('DUTCH', 'F')"
306,Dimitris,39,"('energetic', 'strategic', 'humorous')","('impulsive', 'blunt', 'argumentative')","('running', 'gaming', 'rock climbing')",Data Scientist,Data Crusader,upper-middle-income,heterosexual,agnostic,0,6.0,black,grey,olive,fit,GREEK,M,"('GREEK', 'M')"
307,Chrysi,27,"('adventurous', 'empathetic', 'inventive')","('easily distracted', 'naive', 'short-tempered')","('sculpting', 'travelling', 'dancing')",Graphic Designer,Visual Virtuoso,middle-income,pansexual,atheist,0,5.5,red,brown,fair,petite,GREEK,F,"('GREEK', 'F')"
308,Kazeem,34,"('reliable', 'innovative', 'charming')","('overconfident', 'disorganized', 'impatient')","('soccer', 'reading', 'photography')",Teacher,Knowledge Slinger,middle-income,heterosexual,Muslim,0,5.10,black,dark brown,dark,muscular,AFRICAN,M,"('AFRICAN', 'M')"
309,Dieuwertje,31,"('articulate', 'dynamic', 'insightful')","('sensitive', 'skeptical', 'overthinking')","('writing', 'travelling', 'jogging')",Economist,Economic Wizard,upper-middle-income,bisexual,secular,0,5.7,brunette,green,fair,average,DUTCH,F,"('DUTCH', 'F')"
310,Zerin,25,"('intuitive', 'enthusiastic', 'practical')","('forgetful', 'overly cautious', 'aloof')","('videography', 'meditation', 'swimming')",Photographer,Frame Master,middle-income,pansexual,spiritual,0,5.4,black,amber,tan,slim,TURKISH,F,"('TURKISH', 'F')"
311,Taghrid,42,"('confident', 'patient', 'diplomatic')","('rigid', 'competitive', 'sensitive')","('pottery', 'baking', 'reading')",Lawyer,Legal Eagle,upper-income,heterosexual,Muslim,0,5.8,black,brown,brown,average,ARAB,F,"('ARAB', 'F')"
312,Borges,37,"('analytical', 'humorous', 'loyal')","('overcritical', 'introverted', 'inflexible')","('chess', 'classic cars', 'drawing')",Civil Engineer,Structural Sage,upper-middle-income,homosexual,non-religious,0,6.0,dark brown,blue,fair,muscular,HISPANIC,M,"('HISPANIC', 'M')"
313,Jiaying,26,"('creative', 'diligent', 'empathetic')","('moody', 'overcritical', 'secretive')","('cooking', 'coding', 'hiking')",UX Designer,Design Virtuoso,middle-income,bisexual,Taoist,0,5.6,black,dark brown,fair,slim,CHINESE,F,"('CHINESE', 'F')"
314,Smadar,38,"('enthusiastic', 'thoughtful', 'organized')","('overly cautious', 'reserved', 'workaholic')","('painting', 'travelling', 'playing chess')",Therapist,Mind Healer,upper-middle-income,heterosexual,Jewish,0,5.5,brown,green,olive,average,ISRAELI,F,"('ISRAELI', 'F')"
315,Adwoa,30,"('innovative', 'generous', 'goal-oriented')","('impatient', 'impulsive', 'overthinking')","('gardening', 'singing', 'biking')",Product Manager,Product Pioneer,middle-income,pansexual,Christian,0,5.7,black,brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
316,Paolo,33,"('charming', 'wise', 'hardworking')","('stubborn', 'secretive', 'cynical')","('fishing', 'reading', 'painting')",Translator,Language Maestro,middle-income,heterosexual,Catholic,0,5.9,brown,hazel,tan,average,ITALIAN,M,"('ITALIAN', 'M')"
317,Zrinka,29,"('resilient', 'compassionate', 'ambitious')","('overwhelmed', 'indecisive', 'frank')","('puzzles', 'gardening', 'dancing')",Doctor,Healing Hands,upper-middle-income,lesbian,secular,0,5.7,black,blue,fair,fit,SLAV,F,"('SLAV', 'F')"
318,Magdolna,53,"('wise', 'patient', 'altruistic')","('overly self-critical', 'curmudgeonly', 'snide')","('reading', 'knitting', 'gardening')",Retired,Life Sage,middle-income,heterosexual,Catholic,0,5.4,white,grey,fair,petite,HUNGARIAN,F,"('HUNGARIAN', 'F')"
319,Kazuteru,41,"('philosophical', 'adaptive', 'meticulous')","('aloof', 'pessimistic', 'overcritical')","('martial arts', 'calligraphy', 'cooking')",Researcher,Insight Enchanter,middle-income,heterosexual,Shinto,0,5.8,black,brown,light,average,JAPANESE,M,"('JAPANESE', 'M')"
320,Romina,34,"('vivacious', 'independent', 'intelligent')","('blunt', 'restless', 'impulsive')","('surfing', 'writing', 'photography')",Marine Biologist,Ocean Whisperer,middle-income,bisexual,agnostic,0,5.8,dark brown,blue,fair,athletic,ITALIAN,F,"('ITALIAN', 'F')"
321,Ermenegildo,25,"('curious', 'empathetic', 'resilient')","('impatient', 'stubborn', 'forgetful')","('painting', 'hiking', 'reading')",Software Engineer,Code Master,middle-income,heterosexual,agnostic,0,5.9,black,brown,fair,athletic,ITALIAN,M,"('ITALIAN', 'M')"
322,Siriporn,30,"('compassionate', 'meticulous', 'creative')","('indecisive', 'overcritical', 'shy')","('cooking', 'gardening', 'yoga')",Chef,Culinary Wizard,middle-income,bisexual,buddhist,0,5.4,dark brown,black,olive,slender,THAI,F,"('THAI', 'F')"
323,Nechama,28,"('thoughtful', 'ambitious', 'patient')","('reserved', 'anxious', 'perfectionist')","('playing guitar', 'journaling', 'volunteering')",Teacher,Inspiration Spark,middle-income,lesbian,jewish,0,5.6,blonde,green,light,average,ISRAELI,F,"('ISRAELI', 'F')"
324,Riitta,35,"('outgoing', 'innovative', 'resourceful')","('impulsive', 'obstinate', 'restless')","('photography', 'traveling', 'cycling')",Journalist,Reporting Blitz,upper-middle,heterosexual,christian,0,5.7,red,blue,fair,toned,NORDIC,F,"('NORDIC', 'F')"
325,Lindell,40,"('analytical', 'dependable', 'honest')","('rigid', 'blunt', 'pessimistic')","('bird watching', 'chess', 'fishing')",Data Scientist,Data Cruncher,middle-income,heterosexual,non-religious,0,6.1,brown,hazel,light,stocky,ENGLISH,M,"('ENGLISH', 'M')"
326,Meira,22,"('enthusiastic', 'kind', 'imaginative')","('naive', 'gullible', 'overly-sensitive')","('dancing', 'origami', 'blogging')",Graphic Designer,Pixel Perfection,middle-income,asexual,hindu,0,5.5,black,dark brown,tan,slim,ISRAELI,F,"('ISRAELI', 'F')"
327,Guzin,27,"('independent', 'adaptive', 'courageous')","('skeptical', 'sarcastic', 'short-tempered')","('sculpting', 'kickboxing', 'astronomy')",Architect,Structural Genius,upper-middle,pansexual,muslim,0,5.8,black,dark brown,medium,athletic,TURKISH,F,"('TURKISH', 'F')"
328,Thorvald,45,"('practical', 'loyal', 'humorous')","('cynical', 'aloof', 'rigid')","('woodworking', 'historical reenactments', 'video games')",Historian,Chrono Master,middle-income,heterosexual,atheist,0,6.3,gray,blue,light,broad-shouldered,NORDIC,M,"('NORDIC', 'M')"
329,Ottavia,32,"('charismatic', 'organized', 'intuitive')","('controlling', 'moody', 'overanalyzing')","('knitting', 'puzzle solving', 'bird watching')",Nurse,Healing Touch,upper-middle,bisexual,catholic,0,5.6,auburn,hazel,medium,curvy,ITALIAN,F,"('ITALIAN', 'F')"
330,Bela,34,"('enthusiastic', 'generous', 'hardworking')","('impulsive', 'temperamental', 'overbearing')","('soccer', 'coding', 'comic books')",Mechanical Engineer,Machine Whiz,middle-income,heterosexual,non-religious,0,6.0,brown,green,fair,fit,HUNGARIAN,M,"('HUNGARIAN', 'M')"
331,Meihua,26,"('optimistic', 'passionate', 'reliable')","('overly-analytical', 'reserved', 'distrustful')","('ceramics', 'rock climbing', 'poetry')",Research Scientist,Innovative Thinker,upper-middle,lesbian,taoism,0,5.5,black,brown,light,slim,CHINESE,F,"('CHINESE', 'F')"
332,Paoloplacido,38,"('strategic', 'compassionate', 'decisive')","('workaholic', 'serious', 'critical')","('jogging', 'photography', 'piano')",Lawyer,Legal Eagle,upper-middle,heterosexual,christian,0,6.0,black,brown,olive,muscular,ITALIAN,M,"('ITALIAN', 'M')"
333,Nachshon,29,"('adventurous', 'gentle', 'analytical')","('stubborn', 'skeptical', 'distracted')","('surfing', 'gardening', 'programming')",Marine Biologist,Aqua Expert,middle-income,bisexual,jewish,0,5.11,blonde,blue,light,athletic,ISRAELI,M,"('ISRAELI', 'M')"
334,Saniye,33,"('friendly', 'perceptive', 'dynamic')","('inconsistent', 'impulsive', 'doubtful')","('cooking', 'poetry', 'cycling')",Therapist,Mind Healer,middle-income,asexual,muslim,0,5.6,dark brown,brown,medium,average,TURKISH,F,"('TURKISH', 'F')"
335,Caisa,24,"('cheerful', 'energetic', 'resourceful')","('talkative', 'forgetful', 'nervous')","('dancing', 'pottery', 'bird watching')",Elementary School Teacher,Early Education,middle-income,pansexual,non-religious,0,5.5,brown,green,light,slender,NORDIC,F,"('NORDIC', 'F')"
336,Karolin,26,"('determined', 'calm', 'inventive')","('secretive', 'grumpy', 'rigid')","('acrobatics', 'robotics', 'jogging')",Astrophysicist,Galactic Explorer,upper-middle,heterosexual,non-religious,0,5.8,black,hazel,medium,athletic,GERMAN,F,"('GERMAN', 'F')"
337,Yudong,31,"('logical', 'dedicated', 'trustworthy')","('introverted', 'critical', 'distant')","('calligraphy', 'cycling', 'puzzles')",Mechanical Engineer,Mechanical Genius,middle-income,heterosexual,taoism,0,5.9,black,brown,fair,lean,CHINESE,M,"('CHINESE', 'M')"
338,Adebayo,28,"('confident', 'enthusiastic', 'humorous')","('impatient', 'blunt', 'sarcastic')","('basketball', 'singing', 'video games')",Marketing Consultant,Marketing Maestro,middle-income,heterosexual,christian,0,6.4,black,brown,dark,muscular,AFRICAN,M,"('AFRICAN', 'M')"
339,Liping,30,"('reflective', 'methodical', 'considerate')","('indecisive', 'quiet', 'pessimistic')","('knitting', 'yoga', 'reading')",Librarian,Book Wizard,lower-middle,asexual,buddhist,0,5.3,black,brown,olive,petite,CHINESE,F,"('CHINESE', 'F')"
340,Guillemette,34,"('charismatic', 'innovative', 'detail-oriented')","('perfectionist', 'impatient', 'sceptical')","('violin', 'painting', 'rock climbing')",Art Curator,Artistic Vision,upper-middle,heterosexual,agnostic,0,5.7,brown,blue,light,slim,FRENCH,F,"('FRENCH', 'F')"
341,Luigia,24,"('curious', 'kind', 'ambitious')","('stubborn', 'impatient', 'forgetful')","('painting', 'hiking', 'reading')",Biologist,Eco Blast,middle class,heterosexual,agnostic,0,5.4,black,brown,light brown,athletic,ITALIAN,F,"('ITALIAN', 'F')"
342,Valdis,31,"('analytical', 'loyal', 'creative')","('rigid', 'introverted', 'critical')","('chess', 'gardening', 'photography')",Engineer,Precision Strike,upper middle class,homosexual,atheist,0,5.9,blonde,blue,fair,slim,BALTIC,M,"('BALTIC', 'M')"
343,Eiliv,28,"('adventurous', 'generous', 'disciplined')","('impulsive', 'hot-headed', 'indecisive')","('rock climbing', 'writing', 'video gaming')",Journalist,Sky Dive,middle class,bisexual,none,0,6.1,red,green,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
344,Bernardpierre,33,"('charismatic', 'diligent', 'humorous')","('arrogant', 'obstinate', 'sarcastic')","('dancing', 'cooking', 'playing piano')",Chef,Sizzling Symphony,middle class,heterosexual,Christian,0,5.7,black,brown,tan,average,FRENCH,M,"('FRENCH', 'M')"
