,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
316,Paolo,50,"('sophisticated', 'charming', 'perceptive')","('vain', 'hedonistic', 'commitment-phobic')","('wine tasting', 'chess', 'opera')",actor,seduction,upper class,homosexual,catholic,0,6.0,salt and pepper,blue,olive,slim,ITALIAN,M,"('ITALIAN', 'M')"
317,Zrinka,39,"('independent', 'resourceful', 'direct')","('cynical', 'aloof', 'reckless')","('motorcycles', 'target shooting', 'video games')",mechanic,tinkering,working class,bisexual,atheist,0,5.5,blonde,blue,light,muscular,SLAV,F,"('SLAV', 'F')"
318,Magdolna,62,"('patient', 'nurturing', 'traditional')","('overprotective', 'stubborn', 'worrier')","('baking', 'knitting', 'singing')",retired teacher,Comforting hug,middle class,heterosexual,reformed,0,5.2,grey,green,fair,plump,HUNGARIAN,F,"('HUNGARIAN', 'F')"
319,Kazuteru,22,"('shy', 'intelligent', 'diligent')","('anxious', 'perfectionist', 'awkward')","('coding', 'anime', 'piano')",Computer science student,hacking,middle class,asexual,shinto,0,5.6,black,brown,light,skinny,JAPANESE,M,"('JAPANESE', 'M')"
320,Romina,19,"('passionate', 'idealistic', 'empathetic')","('impulsive', 'naive', 'jealous')","('activism', 'poetry', 'thrifting')",student,rousing speech,lower middle class,pansexual,spiritual but not religious,0,5.3,purple,brown,brown,slim,ITALIAN,F,"('ITALIAN', 'F')"
321,Ermenegildo,36,"('analytical', 'compassionate', 'curious')","('indecisive', 'perfectionist', 'stubborn')","('photography', 'hiking', 'cooking')",software engineer,problem-solving,middle class,heterosexual,agnostic,0,5.8,black,brown,tan,slim,ITALIAN,M,"('ITALIAN', 'M')"
322,Siriporn,28,"('outgoing', 'determined', 'adaptable')","('impatient', 'blunt', 'workaholic')","('dancing', 'reading', 'volunteering')",marketing manager,networking,upper middle class,bisexual,buddhist,0,5.5,dark brown,brown,olive,athletic,THAI,F,"('THAI', 'F')"
323,Nechama,42,"('empathetic', 'creative', 'introspective')","('sensitive', 'indecisive', 'disorganized')","('painting', 'gardening', 'meditation')",therapist,active listening,middle class,heterosexual,jewish,0,5.6,auburn,green,fair,curvy,ISRAELI,F,"('ISRAELI', 'F')"
324,Riitta,55,"('independent', 'logical', 'direct')","('stubborn', 'critical', 'aloof')","('chess', 'camping', 'carpentry')",civil engineer,strategic planning,upper middle class,lesbian,atheist,0,5.9,blonde,blue,light,muscular,NORDIC,F,"('NORDIC', 'F')"
325,Lindell,23,"('humorous', 'energetic', 'spontaneous')","('impulsive', 'easily distracted', 'procrastinator')","('stand-up comedy', 'skateboarding', 'video games')",graphic designer,creative problem-solving,lower middle class,pansexual,agnostic,0,5.11,light brown,hazel,tan,lanky,ENGLISH,M,"('ENGLISH', 'M')"
326,Meira,48,"('ambitious', 'charismatic', 'perceptive')","('manipulative', 'ruthless', 'workaholic')","('golf', 'wine tasting', 'traveling')",lawyer,persuasion,upper class,heterosexual,jewish,0,5.7,dark brown,brown,olive,fit,ISRAELI,F,"('ISRAELI', 'F')"
327,Guzin,32,"('generous', 'reliable', 'diplomatic')","('conflict-avoidant', 'gullible', 'indecisive')","('baking', 'karaoke', 'volunteering')",human resources manager,conflict resolution,middle class,heterosexual,muslim,0,5.4,black,dark brown,brown,curvy,TURKISH,F,"('TURKISH', 'F')"
328,Thorvald,61,"('principled', 'disciplined', 'stoic')","('rigid', 'stubborn', 'pessimistic')","('fishing', 'woodworking', 'reading non-fiction')",retired military officer,leadership,middle class,heterosexual,protestant,0,6.1,gray,blue,fair,sturdy,NORDIC,M,"('NORDIC', 'M')"
329,Ottavia,26,"('adventurous', 'confident', 'extroverted')","('reckless', 'blunt', 'commitment-phobic')","('rock climbing', 'photography', 'trying new restaurants')",travel blogger,adaptability,middle class,bisexual,spiritual but not religious,0,5.6,red,green,freckled,athletic,ITALIAN,F,"('ITALIAN', 'F')"
330,Bela,39,"('introspective', 'creative', 'idealistic')","('moody', 'disorganized', 'self-critical')","('writing poetry', 'attending art shows', 'yoga')",high school English teacher,empowering others,middle class,gay,hindu,0,5.1,dark brown,brown,brown,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
331,Meihua,32,"('Ambitious', 'Inquisitive', 'Empathetic')","('Impatient', 'Stubborn', 'Disorganized')","('Painting', 'Hiking', 'Cooking')",Software Engineer,Coding Marathon,Middle Class,Heterosexual,Agnostic,0,5.5,Black,Brown,Tan,Slim,CHINESE,F,"('CHINESE', 'F')"
332,Paoloplacido,41,"('Charismatic', 'Witty', 'Resourceful')","('Sarcastic', 'Impulsive', 'Vain')","('Playing guitar', 'Writing poetry', 'Wine tasting')",Marketing Manager,Persuasive Presentation,Upper Middle Class,Bisexual,Catholic,0,5.1,Brown,Hazel,Olive,Average,ITALIAN,M,"('ITALIAN', 'M')"
333,Nachshon,28,"('Analytical', 'Loyal', 'Introspective')","('Overthinking', 'Timid', 'Pessimistic')","('Playing chess', 'Astronomy', 'Volunteering')",Data Scientist,Data Visualization,Middle Class,Homosexual,Judaism,0,5.8,Black,Dark Brown,Fair,Slim,ISRAELI,M,"('ISRAELI', 'M')"
334,Saniye,36,"('Independent', 'Compassionate', 'Adventurous')","('Headstrong', 'Impulsive', 'Blunt')","('Photography', 'Kickboxing', 'Traveling')",Journalist,Investigative Reporting,Working Class,Heterosexual,Islam,0,5.6,Dark Brown,Green,Light Brown,Athletic,TURKISH,F,"('TURKISH', 'F')"
335,Caisa,23,"('Creative', 'Energetic', 'Optimistic')","('Naive', 'Indecisive', 'Flaky')","('Dancing', 'Fashion Design', 'Social Media')",Graphic Designer,Artistic Flair,Middle Class,Pansexual,Spiritual but not religious,0,5.7,Blonde,Blue,Fair,Curvy,NORDIC,F,"('NORDIC', 'F')"
336,Karolin,52,"('Disciplined', 'Nurturing', 'Wise')","('Strict', 'Overprotective', 'Traditional')","('Gardening', 'Knitting', 'Reading')",Teacher,Inspiring Lecture,Middle Class,Heterosexual,Protestant,0,5.4,Gray,Blue,Fair,Average,GERMAN,F,"('GERMAN', 'F')"
337,Yudong,29,"('Hardworking', 'Humble', 'Artistic')","('Shy', 'Perfectionistic', 'Insecure')","('Calligraphy', 'Playing violin', 'Origami')",Architect,Innovative Design,Upper Middle Class,Asexual,Buddhism,0,5.9,Black,Dark Brown,Light,Slim,CHINESE,M,"('CHINESE', 'M')"
338,Adebayo,38,"('Confident', 'Charismatic', 'Ambitious')","('Arrogant', 'Manipulative', 'Jealous')","('Playing soccer', 'Collecting watches', 'Networking')",Entrepreneur,Business Deal,Upper Class,Heterosexual,Christian,0,6.1,Bald,Dark Brown,Dark,Muscular,AFRICAN,M,"('AFRICAN', 'M')"
339,Liping,24,"('Curious', 'Adaptive', 'Kind')","('Indecisive', 'Gullible', 'Procrastinating')","('Playing video games', 'Watching anime', 'Trying new foods')",Translator,Language Switch,Middle Class,Questioning,Atheist,0,5.3,Brown,Brown,Fair,Petite,CHINESE,F,"('CHINESE', 'F')"
340,Guillemette,46,"('Sophisticated', 'Diplomatic', 'Perceptive')","('Cynical', 'Aloof', 'Calculating')","('Attending art exhibits', 'Horseback riding', 'Playing piano')",Lawyer,Compelling Argument,Upper Class,Homosexual,Agnostic,0,5.8,Auburn,Hazel,Fair,Slender,FRENCH,F,"('FRENCH', 'F')"
341,Luigia,32,"('Curious', 'Empathetic', 'Organized')","('Stubborn', 'Impatient', 'Overanalytical')","('Gardening', 'Playing chess', 'Learning new languages')",Mechanical Engineer,Quick problem-solving,Middle class,Heterosexual,Agnostic,0,5.6,Brown,Green,Olive,Slim,ITALIAN,F,"('ITALIAN', 'F')"
342,Valdis,28,"('Adventurous', 'Optimistic', 'Charismatic')","('Impulsive', 'Disorganized', 'Easily distracted')","('Rock climbing', 'Photography', 'Attending music festivals')",Travel blogger,Adaptability in new situations,Upper middle class,Bisexual,Spiritual but not religious,0,5.9,Blonde,Blue,Fair,Athletic,BALTIC,M,"('BALTIC', 'M')"
343,Eiliv,45,"('Analytical', 'Introverted', 'Reliable')","('Overly cautious', 'Inflexible', 'Struggles with empathy')","('Solving puzzles', 'Reading non-fiction', 'Collecting vintage watches')",Accountant,Meticulous attention to detail,Middle class,Homosexual,Atheist,0,5.11,Salt and pepper,Grey,Light,Average,NORDIC,M,"('NORDIC', 'M')"
344,Bernardpierre,51,"('Confident', 'Charming', 'Ambitious')","('Arrogant', 'Manipulative', 'Workaholic')","('Wine tasting', 'Playing tennis', 'Attending art exhibitions')",Marketing Executive,Persuasive negotiation skills,Upper class,Heterosexual,Catholic,0,6.1,Dark brown,Hazel,Tan,Fit,FRENCH,M,"('FRENCH', 'M')"
345,Winai,39,"('Creative', 'Compassionate', 'Patient')","('Overly sensitive', 'Indecisive', 'Procrastinator')","('Painting', 'Practicing meditation', 'Volunteering at animal shelters')",Art Therapist,Creating a calming presence,Middle class,Pansexual,Buddhist,0,5.7,Black,Brown,Olive,Slim,THAI,M,"('THAI', 'M')"
346,Weisheng,24,"('Intelligent', 'Determined', 'Focused')","('Socially awkward', 'Blunt', 'Perfectionistic')","('Playing video games', 'Coding personal projects', 'Reading science fiction novels')",Software Developer,Rapid problem-solving,Middle class,Asexual,Agnostic,0,5.8,Black,Dark brown,Light,Slim,CHINESE,M,"('CHINESE', 'M')"
347,Erzsebet,56,"('Nurturing', 'Traditional', 'Resourceful')","('Overprotective', 'Stubborn', 'Judgmental')","('Baking', 'Knitting', 'Attending local community events')",Primary School Teacher,Creating a warm and welcoming environment,Lower middle class,Heterosexual,Protestant,0,5.4,Grey,Blue,Fair,Curvy,HUNGARIAN,F,"('HUNGARIAN', 'F')"
348,Petteri,42,"('Practical', 'Reliable', 'Calm under pressure')","('Emotionally distant', 'Risk-averse', 'Unadventurous')","('Woodworking', 'Hiking', 'Watching documentaries')",Firefighter,Remaining calm in high-stress situations,Middle class,Heterosexual,Lutheran,0,6.0,Red,Green,Fair,Muscular,NORDIC,M,"('NORDIC', 'M')"
349,Dongseok,29,"('Hardworking', 'Disciplined', 'Loyal')","('Highly self-critical', 'Difficulty expressing emotions', 'Workaholic')","('Practicing martial arts', 'Playing the violin', 'Studying history')",Corporate Lawyer,Attention to detail in high-pressure situations,Upper middle class,Heterosexual,Confucianism,0,5.1,Black,Dark brown,Light,Fit,KOREAN,M,"('KOREAN', 'M')"
350,Wafa,35,"('Kind', 'Empathetic', 'Resilient')","('People-pleaser', 'Difficulty saying no', 'Avoids confrontation')","('Cooking traditional meals', 'Attending poetry readings', 'Volunteering at a local refugee center')",Social Worker,Building trust and rapport with others,Lower middle class,Heterosexual,Muslim,0,5.5,Dark brown,Brown,Olive,Average,ARAB,F,"('ARAB', 'F')"
352,Mehmet,32,"('curious', 'empathetic', 'determined')","('impatient', 'stubborn', 'blunt')","('gardening', 'playing chess', 'hiking')",software engineer,problem-solving,middle class,heterosexual,agnostic,0,5.8,black,brown,olive,athletic,TURKISH,M,"('TURKISH', 'M')"
353,Virgine,27,"('adventurous', 'optimistic', 'loyal')","('impulsive', 'jealous', 'sensitive')","('photography', 'cooking', 'dancing')",marketing manager,creative thinking,upper middle class,bisexual,spiritual but not religious,0,5.5,blonde,green,fair,slender,FRENCH,F,"('FRENCH', 'F')"
354,Dzenana,41,"('independent', 'compassionate', 'organized')","('workaholic', 'critical', 'reserved')","('reading', 'yoga', 'volunteering')",doctor,healing,middle class,heterosexual,Muslim,0,5.7,brown,hazel,tan,fit,SLAV,F,"('SLAV', 'F')"
355,Szilard,23,"('creative', 'witty', 'adaptable')","('sarcastic', 'disorganized', 'procrastinator')","('playing guitar', 'video games', 'watching movies')",graphic designer,artistic expression,lower middle class,gay,atheist,0,6.0,red,blue,pale,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
356,Florette,56,"('nurturing', 'wise', 'patient')","('overprotective', 'indecisive', 'shy')","('knitting', 'gardening', 'baking')",retired teacher,teaching,middle class,heterosexual,Catholic,0,5.2,gray,brown,fair,plump,AFRICAN,F,"('AFRICAN', 'F')"
357,Blair,34,"('ambitious', 'confident', 'charismatic')","('arrogant', 'manipulative', 'impatient')","('golfing', 'networking', 'traveling')",investment banker,negotiation,upper class,heterosexual,Protestant,0,5.11,blonde,blue,fair,athletic,ENGLISH,M,"('ENGLISH', 'M')"
358,Charilaos,47,"('analytical', 'focused', 'reliable')","('rigid', 'introverted', 'pessimistic')","('reading', 'solving puzzles', 'collecting stamps')",accountant,attention to detail,middle class,heterosexual,Greek Orthodox,0,5.9,black,brown,olive,average,GREEK,M,"('GREEK', 'M')"
359,Diclehan,39,"('resourceful', 'persuasive', 'adaptable')","('cynical', 'impulsive', 'restless')","('playing poker', 'fixing cars', 'watching sports')",sales representative,closing deals,lower middle class,heterosexual,Muslim,0,5.1,brown,green,tan,muscular,TURKISH,F,"('TURKISH', 'F')"
360,Mhairi,28,"('empathetic', 'intuitive', 'passionate')","('moody', 'insecure', 'disorganized')","('writing poetry', 'singing', 'volunteering')",social worker,emotional support,middle class,lesbian,spiritual but not religious,0,5.6,red,blue,fair,curvy,ENGLISH,F,"('ENGLISH', 'F')"
361,Refik,62,"('disciplined', 'honorable', 'loyal')","('stubborn', 'judgmental', 'traditional')","('fishing', 'playing backgammon', 'watching documentaries')",retired military officer,leadership,middle class,heterosexual,Muslim,0,5.11,gray,brown,olive,stocky,TURKISH,M,"('TURKISH', 'M')"
362,Sungho,32,"('adventurous', 'inquisitive', 'determined')","('impatient', 'stubborn', 'blunt')","('rock climbing', 'photography', 'cooking')",software engineer,parkour roll,middle class,heterosexual,agnostic,0,5.8,black,brown,fair,athletic,KOREAN,M,"('KOREAN', 'M')"
363,Jiatao,28,"('creative', 'empathetic', 'introspective')","('indecisive', 'sensitive', 'disorganized')","('painting', 'writing poetry', 'yoga')",graphic designer,speed sketching,upper middle class,homosexual,buddhist,0,5.6,brown,hazel,tan,slim,CHINESE,M,"('CHINESE', 'M')"
364,Hesheng,42,"('analytical', 'disciplined', 'loyal')","('workaholic', 'inflexible', 'reserved')","('chess', 'reading non-fiction', 'golfing')",financial analyst,speed chess,upper class,heterosexual,confucianism,0,5.11,black,brown,fair,average,CHINESE,M,"('CHINESE', 'M')"
365,Rupali,35,"('compassionate', 'optimistic', 'sociable')","('naive', 'indulgent', 'gossips')","('volunteering', 'gardening', 'hosting dinner parties')",nurse practitioner,active listening,middle class,bisexual,hinduism,0,5.4,black,dark brown,brown,curvy,INDIAN,F,"('INDIAN', 'F')"
366,Rasesh,23,"('charismatic', 'resourceful', 'independent')","('arrogant', 'impulsive', 'commitment-phobe')","('surfing', 'traveling', 'filmmaking')",freelance photographer,charm,lower middle class,pansexual,spiritual but not religious,0,5.9,dark brown,grey,olive,muscular,INDIAN,M,"('INDIAN', 'M')"
367,Seymour,50,"('practical', 'reliable', 'frank')","('cynical', 'short-tempered', 'pessimistic')","('woodworking', 'home improvement projects', 'grilling')",construction manager,measuring by eye,working class,heterosexual,lapsed catholic,0,5.1,salt and pepper,blue,fair,heavy,ENGLISH,M,"('ENGLISH', 'M')"
368,Yashraj,19,"('ambitious', 'curious', 'adaptable')","('unfocused', 'restless', 'gullible')","('podcasting', 'ultimate frisbee', 'learning languages')",college student,impersonations,middle class,questioning,sikh,0,5.7,black,brown,brown,lanky,INDIAN,M,"('INDIAN', 'M')"
369,Farkas,40,"('methodical', 'perceptive', 'objective')","('detached', 'obsessive', 'paranoid')","('lockpicking', 'archery', 'motorcycling')",private investigator,precise observation,middle class,aromantic,deist,0,6.1,dark blond,green,fair,lean,HUNGARIAN,M,"('HUNGARIAN', 'M')"
370,Shixuan,26,"('inventive', 'daring', 'spontaneous')","('erratic', 'flighty', 'insensitive')","('fire dancing', 'crocheting', 'calligraphy')",multimedia artist,fire eating,lower class,polyamorous,taoism,0,5.5,purple,dark brown,fair,petite,CHINESE,M,"('CHINESE', 'M')"
371,Guomei,64,"('dignified', 'astute', 'articulate')","('prideful', 'frugal', 'stubborn')","('mahjong', 'tea tasting', 'opera')",retired professor,historical anecdotes,upper middle class,heterosexual,confucianism,0,5.2,silver,brown,fair,frail,CHINESE,F,"('CHINESE', 'F')"
372,Judit,32,"('analytical', 'independent', 'curious')","('stubborn', 'impatient', 'blunt')","('reading', 'hiking', 'chess')",software engineer,problem solving,middle class,heterosexual,agnostic,0,5.6,brown,green,light,slim,HUNGARIAN,F,"('HUNGARIAN', 'F')"
373,Akio,24,"('creative', 'optimistic', 'adaptable')","('impulsive', 'disorganized', 'forgetful')","('photography', 'skateboarding', 'cooking')",graphic designer,creative thinking,lower middle class,homosexual,buddhist,0,5.8,black,brown,medium,athletic,JAPANESE,M,"('JAPANESE', 'M')"
374,Eevariitta,45,"('compassionate', 'patient', 'empathetic')","('overly trusting', 'sensitive', 'indecisive')","('gardening', 'knitting', 'volunteering')",nurse,empathy,middle class,heterosexual,protestant,0,5.4,blonde,blue,light,average,NORDIC,F,"('NORDIC', 'F')"
375,Abdulrasool,38,"('ambitious', 'disciplined', 'responsible')","('workaholic', 'inflexible', 'critical')","('running', 'reading', 'traveling')",business consultant,strategic planning,upper middle class,heterosexual,islam,0,5.11,black,brown,dark,muscular,ARAB,M,"('ARAB', 'M')"
376,Ceyhan,29,"('adventurous', 'charismatic', 'free-spirited')","('reckless', 'uncommitted', 'self-centered')","('rock climbing', 'surfing', 'poetry')",travel blogger,adaptability,lower middle class,bisexual,spiritual,0,5.9,brown,hazel,tan,slim,TURKISH,M,"('TURKISH', 'M')"
377,Krisztian,52,"('intellectual', 'introspective', 'principled')","('aloof', 'pessimistic', 'rigid')","('chess', 'writing', 'debating')",university professor,critical thinking,upper middle class,heterosexual,atheist,0,5.1,gray,blue,light,average,HUNGARIAN,M,"('HUNGARIAN', 'M')"
378,Sarka,27,"('confident', 'ambitious', 'charming')","('arrogant', 'manipulative', 'impatient')","('dancing', 'networking', 'tennis')",marketing manager,persuasion,upper middle class,heterosexual,catholic,0,5.7,blonde,blue,light,curvy,SLAV,F,"('SLAV', 'F')"
379,Matitiahu,62,"('wise', 'patient', 'spiritual')","('stubborn', 'old-fashioned', 'judgmental')","('meditation', 'gardening', 'storytelling')",retired rabbi,wisdom,middle class,heterosexual,judaism,0,5.5,white,brown,light,frail,ISRAELI,M,"('ISRAELI', 'M')"
380,Warunee,35,"('nurturing', 'hardworking', 'resilient')","('overprotective', 'self-sacrificing', 'anxious')","('cooking', 'singing', 'reading')",stay-at-home parent,multitasking,working class,heterosexual,buddhist,0,5.2,black,brown,tan,petite,THAI,F,"('THAI', 'F')"
381,Katalin,42,"('loyal', 'practical', 'determined')","('cynical', 'blunt', 'stubborn')","('woodworking', 'hiking', 'playing guitar')",police officer,perseverance,middle class,lesbian,agnostic,0,5.8,brown,green,light,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
382,Miina,28,"('curious', 'empathetic', 'adaptable')","('indecisive', 'procrastinator', 'impatient')","('painting', 'hiking', 'baking')",software engineer,problem-solving,middle class,heterosexual,agnostic,0,5.6,brown,hazel,olive,athletic,NORDIC,F,"('NORDIC', 'F')"
383,Sebiha,35,"('confident', 'independent', 'creative')","('stubborn', 'blunt', 'workaholic')","('photography', 'gardening', 'traveling')",marketing manager,public speaking,upper middle class,bisexual,muslim,0,5.8,black,brown,tan,curvy,TURKISH,F,"('TURKISH', 'F')"
384,Sant'ana,42,"('compassionate', 'patient', 'reliable')","('sensitive', 'shy', 'indecisive')","('reading', 'yoga', 'cooking')",nurse practitioner,active listening,middle class,heterosexual,catholic,0,5.4,dark brown,brown,brown,slender,HISPANIC,F,"('HISPANIC', 'F')"
385,Christodoulos,55,"('charismatic', 'intelligent', 'ambitious')","('manipulative', 'arrogant', 'impulsive')","('chess', 'wine tasting', 'golfing')",corporate executive,negotiation,upper class,heterosexual,greek orthodox,0,6.0,salt and pepper,blue,light,stocky,GREEK,M,"('GREEK', 'M')"
386,Crisanto,23,"('energetic', 'friendly', 'adventurous')","('irresponsible', 'indecisive', 'short-tempered')","('surfing', 'playing guitar', 'partying')",bartender,mixology,working class,homosexual,spiritual but not religious,0,5.1,blonde,green,tanned,lean,HISPANIC,M,"('HISPANIC', 'M')"
387,Baiba,61,"('nurturing', 'wise', 'traditional')","('overprotective', 'stubborn', 'judgmental')","('knitting', 'gardening', 'attending church')",retired school teacher,giving advice,middle class,heterosexual,lutheran,0,5.2,grey,blue,fair,plump,BALTIC,F,"('BALTIC', 'F')"
388,Marcandre,30,"('charming', 'witty', 'spontaneous')","('unreliable', 'sarcastic', 'commitment-phobic')","('stand-up comedy', 'trying new restaurants', 'traveling')",freelance writer,making people laugh,middle class,pansexual,agnostic,0,5.9,brown,hazel,olive,slim,FRENCH,M,"('FRENCH', 'M')"
389,Eunah,19,"('kind', 'intelligent', 'diligent')","('naive', 'people-pleaser', 'perfectionistic')","('playing violin', 'volunteering', 'studying')",college student,speed reading,upper middle class,asexual,buddhist,0,5.3,black,brown,fair,petite,KOREAN,F,"('KOREAN', 'F')"
390,Chantal,46,"('sophisticated', 'disciplined', 'reserved')","('cold', 'rigid', 'pessimistic')","('ballet', 'collecting art', 'reading non-fiction')",museum curator,attention to detail,upper class,heterosexual,atheist,0,5.7,platinum blonde,grey,porcelain,lean,FRENCH,F,"('FRENCH', 'F')"
391,Yuthana,32,"('creative', 'free-spirited', 'introspective')","('disorganized', 'moody', 'flaky')","('writing poetry', 'thrifting', 'attending music festivals')",barista,latte art,working class,queer,spiritual but not religious,0,5.5,blue,brown,tan,average,THAI,M,"('THAI', 'M')"
392,Annibale,35,"('analytical', 'creative', 'introverted')","('stubborn', 'impatient', 'pessimistic')","('reading', 'painting', 'hiking')",software engineer,problem-solving,middle class,heterosexual,agnostic,0,5.8,black,brown,olive,slim,ITALIAN,M,"('ITALIAN', 'M')"
393,Eftychia,28,"('extroverted', 'empathetic', 'curious')","('impulsive', 'sensitive', 'disorganized')","('cooking', 'dancing', 'photography')",nurse practitioner,active listening,working class,bisexual,orthodox christian,0,5.5,brown,green,fair,average,GREEK,F,"('GREEK', 'F')"
394,Nate,42,"('confident', 'adaptable', 'practical')","('sarcastic', 'workaholic', 'inflexible')","('golfing', 'woodworking', 'watching sports')",sales manager,negotiation,upper middle class,heterosexual,protestant,0,6.1,blond,blue,light,athletic,ENGLISH,M,"('ENGLISH', 'M')"
395,Jameel,23,"('ambitious', 'charismatic', 'open-minded')","('impatient', 'competitive', 'blunt')","('basketball', 'rap music', 'volunteering')",marketing coordinator,public speaking,middle class,heterosexual,muslim,0,5.11,black,brown,brown,muscular,ARAB,M,"('ARAB', 'M')"
396,Raghupathi,51,"('disciplined', 'wise', 'introspective')","('strict', 'reserved', 'overprotective')","('yoga', 'gardening', 'reading philosophy')",university professor,critical thinking,upper middle class,heterosexual,hindu,0,5.7,grey,brown,brown,slim,INDIAN,M,"('INDIAN', 'M')"
397,Gijsbertus,62,"('independent', 'practical', 'reliable')","('stubborn', 'frugal', 'blunt')","('fishing', 'carpentry', 'collecting stamps')",retired carpenter,problem-solving,working class,heterosexual,catholic,0,5.9,grey,blue,light,sturdy,DUTCH,M,"('DUTCH', 'M')"
398,Karoline,19,"('creative', 'adventurous', 'passionate')","('impulsive', 'naive', 'disorganized')","('writing poetry', 'rock climbing', 'attending music festivals')",college student,creative writing,middle class,pansexual,agnostic,0,5.6,blonde,blue,light,slim,GERMAN,F,"('GERMAN', 'F')"
399,Brankica,45,"('resourceful', 'resilient', 'protective')","('distrustful', 'stubborn', 'pessimistic')","('knitting', 'watching soap operas', 'cooking traditional meals')",factory worker,adaptability,working class,heterosexual,orthodox christian,0,5.4,brown,hazel,olive,curvy,SLAV,F,"('SLAV', 'F')"
400,Mareka,32,"('ambitious', 'charismatic', 'empathetic')","('workaholic', 'impulsive', 'people-pleaser')","('salsa dancing', 'networking', 'trying new restaurants')",public relations manager,communication skills,middle class,heterosexual,catholic,0,5.8,black,brown,brown,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
401,Dorothea,57,"('nurturing', 'patient', 'traditional')","('overprotective', 'stubborn', 'judgmental')","('baking', 'gardening', 'attending church events')",retired nurse,active listening,middle class,heterosexual,protestant,0,5.2,grey,blue,light,plump,GERMAN,F,"('GERMAN', 'F')"
402,Emanuela,35,"('curious', 'adaptable', 'empathetic')","('impatient', 'indecisive', 'forgetful')","('painting', 'hiking', 'cooking')",software engineer,problem solving,middle class,heterosexual,agnostic,1,5.6,brown,green,olive,athletic,ITALIAN,F,"('ITALIAN', 'F')"
403,Nikica,28,"('ambitious', 'charismatic', 'reliable')","('stubborn', 'workaholic', 'blunt')","('photography', 'playing chess', 'volunteering')",marketing manager,public speaking,upper middle class,bisexual,spiritual but not religious,1,6.1,black,brown,tan,slim,SLAV,M,"('SLAV', 'M')"
404,Raimondas,42,"('analytical', 'loyal', 'practical')","('overly cautious', 'reserved', 'inflexible')","('gardening', 'reading non-fiction', 'woodworking')",accountant,attention to detail,middle class,homosexual,lapsed Catholic,1,5.8,salt and pepper,blue,fair,average,BALTIC,M,"('BALTIC', 'M')"
405,Pierpaolo,24,"('creative', 'energetic', 'sociable')","('impulsive', 'disorganized', 'easily distracted')","('playing guitar', 'sketching', 'trying new restaurants')",graphic designer,innovative thinking,working class,pansexual,atheist,1,5.9,blonde,hazel,light,slim,ITALIAN,M,"('ITALIAN', 'M')"
406,Girard,59,"('calm', 'wise', 'observant')","('distant', 'slow to change', 'perfectionist')","('birdwatching', 'meditation', 'writing poetry')",retired librarian,active listening,working class,asexual,Buddhist,1,5.4,grey,grey,pale,frail,FRENCH,M,"('FRENCH', 'M')"
407,Gyslaine,44,"('independent', 'resourceful', 'persuasive')","('cynical', 'mistrustful', 'manipulative')","('poker', 'target shooting', 'collecting antiques')",real estate broker,negotiation,upper class,heterosexual,lapsed Protestant,1,5.5,red,blue,fair,curvy,FRENCH,F,"('FRENCH', 'F')"
408,Olajumoke,29,"('outgoing', 'generous', 'determined')","('overconfident', 'impulsive', 'people-pleaser')","('dancing', 'fashion', 'vlogging')",pediatric nurse,motivating others,middle class,heterosexual,Muslim,1,5.7,black,brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
409,Rene,52,"('disciplined', 'protective', 'honorable')","('rigid', 'overcritical', 'poor communication')","('martial arts', 'grilling', 'fixing cars')",police detective,interrogation,working class,heterosexual,lapsed Catholic,1,5.11,bald,brown,brown,muscular,FRENCH,M,"('FRENCH', 'M')"
410,Heikki,38,"('independent', 'intelligent', 'complex')","('detached', 'self-destructive', 'paranoid')","('playing violin', 'chess', 'cryptography')",cybersecurity analyst,hacking,middle class,bisexual,agnostic,1,5.1,red,green,pale,slim,NORDIC,M,"('NORDIC', 'M')"
411,Lambrini,26,"('caring', 'imaginative', 'free-spirited')","('naive', 'indecisive', 'hypersensitive')","('writing fan fiction', 'cosplay', 'attending conventions')",freelance artist,creative expression,working class,asexual,neopagan,1,5.1,dyed blue,brown,olive,petite,GREEK,F,"('GREEK', 'F')"
412,Moussa,35,"('analytical', 'compassionate', 'adaptable')","('impatient', 'stubborn', 'distracted')","('reading', 'hiking', 'cooking')",teacher,speed reading,middle class,heterosexual,islam,1,5.9,black,brown,dark brown,athletic,AFRICAN,M,"('AFRICAN', 'M')"
413,Vered,28,"('curious', 'optimistic', 'creative')","('indecisive', 'forgetful', 'blunt')","('painting', 'dancing', 'gardening')",graphic designer,perfect pitch,middle class,bisexual,judaism,1,5.5,brown,hazel,olive,slender,ISRAELI,F,"('ISRAELI', 'F')"
